species,file,sequence,start,end,strand,gene,coverage,coverage_map,gaps,coverage_pec,identity_perc,database,accession,product,resistance,record
S. epidermidis 452B,genome29.fasta,NODE_58_length_2116_cov_18.939514,179,1618,-,AAC(6')-Ie-APH(2'')-Ia,1-1440/1440,===============,0/0,100.0,99.93,card,GU565967.1:26419-24979,AAC(6')-Ie-APH(2'')-Ia is an aminoglycoside acetyltransferase encoded by plasmids and transposons in S. aureus E. faecalis E. faecium and Staphylococcus warneri,aminoglycoside,452B
S. epidermidis 452B,genome29.fasta,NODE_5_length_131153_cov_13.284753,24435,25598,-,norA,1-1164/1164,===============,0/0,100.0,100.0,card,AY566250:391-1555,NorA is a multidrug efflux pump in Staphylococcus aureus that confers resistance to fluoroquinolones and other structurally unrelated antibiotics like acriflavine. It shares 30% similarity with NorA and is a structural homolog of Bmr of Bacillus subtilis. It is regulated by arlRS and mgrA the latter also known as NorR.,acridine_dye;fluoroquinolone,452B
S. epidermidis 452B,genome29.fasta,NODE_5_length_131153_cov_13.284753,32734,33177,+,mgrA,1-444/444,===============,0/0,100.0,88.51,card,BA000018.3:735860-735416,MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.,acridine_dye;cephalosporin;fluoroquinolone;penam;peptide;tetracycline,452B
S. epidermidis 452B,genome29.fasta,NODE_63_length_1505_cov_78.897582,1,480,-,dfrC,1-480/486,===============,0/0,98.77,98.96,card,AE015929.1:1129419-1128933,dfrC is a chromosome-encoded dihydrofolate reductase found in Staphylococcus aureus,diaminopyrimidine,452B
K. quasipneumoniae 614A,genome16.fasta,NODE_11_length_139756_cov_6.446852,4933,5337,-,H-NS,1-405/414,===============,0/0,97.83,87.16,card,BA000007.3:1738104-1737690,H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.,cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_13_length_129674_cov_6.778846,27162,28910,+,msbA,1-1749/1749,===============,0/0,100.0,81.08,card,U00096.3:966620-968369,MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.,nitroimidazole,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_16_length_108614_cov_7.803069,30890,32065,+,oqxA,1-1176/1176,===============,0/0,100.0,93.71,card,EU370913.1:46651-47827,RND efflux pump conferring resistance to fluoroquinolone,diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_16_length_108614_cov_7.803069,32089,35241,+,oqxB,1-3153/3153,===============,0/0,100.0,95.37,card,EU370913.1:47850-51003,RND efflux pump conferring resistance to fluoroquinolone,diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_16_length_108614_cov_7.803069,98444,98953,+,emrR,1-510/531,===============,0/0,96.05,83.33,card,U00096.3:2810769-2811300,EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.,fluoroquinolone,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_16_length_108614_cov_7.803069,99100,100272,+,Klebsiella_pneumoniae_KpnG,1-1173/1173,===============,0/0,100.0,94.46,card,ACWO01000051.1:22092-23265,KpnG consists of ~390 residues and resembles EmrA of E. coli. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin,aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_16_length_108614_cov_7.803069,100288,101826,+,Klebsiella_pneumoniae_KpnH,1-1539/1539,===============,0/0,100.0,84.28,card,ASTU01000063.1:61248-62787,KpnH consists of ~511 residues resembles EmrB of E. coli and is probably a translocase in the KpnGH-TolC efflux protein in K. pneumoniae. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin.,aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_17_length_104575_cov_8.475028,88688,89320,-,CRP,1-633/633,===============,0/0,100.0,87.36,card,AP009048.1:4154296-4153663,CRP is a global regulator that represses MdtEF multidrug efflux pump expression.,fluoroquinolone;macrolide;penam,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_19_length_101836_cov_7.833807,41229,42595,+,cpxA,1-1367/1374,===============,0/0,99.49,81.56,card,BA000007.3:4905062-4903688,CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.,aminocoumarin;aminoglycoside,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_1_length_538441_cov_7.379369,245104,248248,-,acrB,1-3148/3150,========/======,1/3,99.84,83.55,card,U00096.3:484403-481253,Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.,cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_1_length_538441_cov_7.379369,248271,249464,-,Klebsiella_pneumoniae_acrA,1-1197/1197,========/======,2/3,99.75,94.99,card,AJ318073.1:793-1990,AcrA is a subunit of the AcrAB multidrug efflux system that in K. pneumoniae which is encoded by the acrRAB operon.,cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_1_length_538441_cov_7.379369,393405,393758,+,ramA,21-375/375,========/======,1/1,94.4,80.56,card,JQ727668:0-375,RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.,carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_27_length_76999_cov_8.359298,4517,4936,+,FosA5,1-420/420,===============,0/0,100.0,92.62,card,KP143090.1:1619-1199,fosA5 is a fosfomycin resistance gene isolated from clinical strain of Escherichia coli E265. It is susceptible to amikacin tetracycline and imipenem and resistant to sulphonamide cephalosporins gentamicin ciprofloxacin chloramphenicol and streptomycin,fosfomycin,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_2_length_511365_cov_6.259346,139079,140203,+,Klebsiella_pneumoniae_OmpK37,1-1125/1125,===============,0/0,100.0,92.44,card,AJ011502.1:300-1425,Klebsiella pneumoniae outer membrane porin protein. Is preferentially detected in porin-deficient strains. Functional characterization of this new porin revealed a narrower pore than those of porins OmpK35 and OmpK36 which did not allow penetration by certain beta-lactams. Also when a resistant strain expresses porin OmpK37 is less susceptible to cefotaxime and cefoxitin than when it is expressing either OmpK36 or OmpK35.,carbapenem;cephalosporin;cephamycin;monobactam;penam;penem,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_4_length_299631_cov_7.112729,253763,254475,-,baeR,1-713/723,===============,0/0,98.62,82.19,card,AP009048.1:2166412-2167135,BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.,aminocoumarin;aminoglycoside,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_4_length_299631_cov_7.112729,257382,260459,-,mdtC,1-3078/3078,===============,0/0,100.0,81.77,card,U00096:2158385-2161463,MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.,aminocoumarin,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_4_length_299631_cov_7.112729,260460,263582,-,mdtB,1-3123/3123,========/======,2/4,99.94,80.8,card,U00096:2155262-2158385,MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.,aminocoumarin,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_57_length_7714_cov_13.402495,703,1542,-,sul1,1-840/840,===============,0/0,100.0,100.0,card,JF969163:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.,sulfonamide,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_57_length_7714_cov_13.402495,1996,2677,+,QnrB20,1-681/681,========/======,1/1,100.0,99.41,card,AB379831:0-681,QnrB20 is a plasmid-mediated quinolone resistance protein found in Escherichia coli,fluoroquinolone,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_57_length_7714_cov_13.402495,6424,7263,-,sul1,1-840/840,===============,0/0,100.0,100.0,card,JF969163:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.,sulfonamide,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_5_length_194959_cov_7.682947,164622,165443,-,bacA,1-822/822,===============,0/0,100.0,80.17,card,U00096.3:3204131-3203309,The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.,peptide,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_76_length_2023_cov_10.519751,110,574,+,AAC(3)-Ia,1-465/465,===============,0/0,100.0,98.92,card,U12338:5055-5520,AAC(3)-Ia is an aminoglycoside acetyltransferase encoded by plasmids transposons integrons in S. marcescens E. coli Acinetobacter baumannii Klebsiella pneumoniae Klebsiella oxytoca P. aeruginosa Salmonella typhimurium and Proteus mirabilis,aminoglycoside,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_76_length_2023_cov_10.519751,1070,1871,+,ANT(3'')-IIa,171-972/972,..=============,0/0,82.51,100.0,card,X02340.1:222-1194,ANT(3'')-IIa is a aminoglycoside nucleotidyltransferase identified in Acinetobacter spp. via horizontal gene transfer mechanisms.,aminoglycoside,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_82_length_1408_cov_9.505730,514,1302,-,aadA4,1-789/789,===============,0/0,100.0,99.37,card,AY138986:0-789,aadA4 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and chromosomes in Bordetella parapertussis and E. coli,aminoglycoside,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_8_length_175321_cov_5.812284,86145,86513,+,marA,1-369/384,===============,0/0,96.09,81.57,card,AP009048.1:1621287-1621671,In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.,carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_8_length_175321_cov_5.812284,106630,107490,+,OKP-B-9,1-861/861,===============,0/0,100.0,99.19,card,AM051159:0-861,OKP-B-9 is a beta-lactamase found in Klebsiella pneumoniae,cephalosporin;penam,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_8_length_175321_cov_5.812284,149384,149713,-,Klebsiella_pneumoniae_KpnF,1-330/330,===============,0/0,100.0,92.73,card,AP006725.1:2484238-2484568,KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.,aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_8_length_175321_cov_5.812284,149700,150062,-,Klebsiella_pneumoniae_KpnE,1-363/363,===============,0/0,100.0,89.26,card,AP006725.1:2483889-2484252,KpnE subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan,aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline,614A
K. quasipneumoniae 614A,genome16.fasta,NODE_9_length_154494_cov_7.370109,117570,120683,-,acrD,1-3114/3114,========/======,2/2,99.97,80.67,card,AP009048.1:2586250-2589364,AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.,aminoglycoside,614A
S. capitis 579A,genome30.fasta,NODE_18_length_24824_cov_61.573873,18318,19163,+,PC1_beta-lactamase_(blaZ),1-846/846,===============,0/0,100.0,96.45,card,CP000732.1:10528-9682,The blaZ beta-lactamase is found in Bacillus subtilis and Staphylococcus aureus.,penam,579A
S. capitis 579A,genome30.fasta,NODE_24_length_9650_cov_2.017171,2084,3628,+,qacA,1-1545/1545,===============,0/0,100.0,99.61,card,AB566411:0-1545,qacA is a subunit of the qac multidrug efflux pump,fluoroquinolone,579A
S. capitis 579A,genome30.fasta,NODE_2_length_392229_cov_14.882697,376434,377563,-,norA,1-1130/1164,===============,0/0,97.08,80.27,card,AY566250:391-1555,NorA is a multidrug efflux pump in Staphylococcus aureus that confers resistance to fluoroquinolones and other structurally unrelated antibiotics like acriflavine. It shares 30% similarity with NorA and is a structural homolog of Bmr of Bacillus subtilis. It is regulated by arlRS and mgrA the latter also known as NorR.,acridine_dye;fluoroquinolone,579A
S. capitis 579A,genome30.fasta,NODE_2_length_392229_cov_14.882697,385162,385604,+,mgrA,1-443/444,===============,0/0,99.77,88.04,card,BA000018.3:735860-735416,MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.,acridine_dye;cephalosporin;fluoroquinolone;penam;peptide;tetracycline,579A
S. capitis 579A,genome30.fasta,NODE_30_length_4839_cov_15.966878,226,2232,+,mecA,1-2007/2007,===============,0/0,100.0,99.85,card,KC243783:0-2007,A foreign PBP2a acquired by lateral gene transfer that able to perform peptidoglycan synthesis in the presence of beta-lactams.,penam,579A
S. capitis 579A,genome30.fasta,NODE_31_length_4180_cov_0.457976,1200,2099,-,mphC,1-900/900,===============,0/0,100.0,98.44,card,AB013298.1:2295-3195,The mphC gene was identified from Staphylococcus aureus.  This gene shows similarity to mphB gene from Escherchia coli.,macrolide,579A
